texto,sentimiento
"Al cierre de marzo de 2026, la volatilidad en las rutas comerciales clave obliga a la industria española a una reconfiguración estratégica de sus márgenes.",negativo
"Tenemos un fondo en formato ELTIF con la misma estrategia, que fue lanzado el año pasado, en junio de 2025, y también con unos objetivos de retorno atractivos de doble dígito, tiene un tamaño ahora mismo de 165 millones y ha invertido en 30 diferentes compañías.",positivo
"La demanda eléctrica bruta de España cayó un 3,1 % en comparativa interanual, hasta los 21.182 gigavatios hora (GWh), en marzo, cuando las tecnologías renovables alcanzaron una cuota de generación del 63,1 % y el ’mix’ estuvo liderado por la eólica, la hidráulica y la solar fotovoltaica.",negativo
"Actualmente dispone de una cartera de activos bajo gestión de 1,4 billones de dólares (1,2 billones de euros, a cambio actual), de los que 116.000 millones corresponden a propiedades inmobiliarias.",neutral
"IndraSi Repsol fue el mejor valor del Ibex 35 en marzo, Indra fue protagonista negativo del mercado muy a su pesar registrando una caída en el mes de un 24,7%.",negativo
"A nivel internacional, el comportamiento del dólar sigue influenciado por las decisiones de política monetaria en Estados Unidos.",neutral
La promotora ha unido fuerzas con su segundo accionista para promover una urbanización de 262 viviendas junto al campo de golf Río Real.,positivo
"Este aumento en los rendimientos reales ha tenido un efecto directo sobre los activos sin retorno intrínseco, como las criptomonedas.",negativo
"Largo plazoEsto es una buena señal, aunque, para confirmar el final de la corrección, deberíamos esperar a que supere la resistencia de los 17.720 puntos.",neutral
"Sin embargo, hasta el cierre del lunes, las acciones acumulan una caída de alrededor del 30% en lo que va del año, debido a la limitada demanda y los obstáculos tecnológicos que enfrenta la industria del turismo espacial.",negativo
"La guerra en Irán ya desvía turismo de Oriente Próximo hacia EspañaLos turoperadores TUI y Thomas Cook, la aerolínea easyJet y hoteleras como RIU, entre otras compañías, advierten un traslado de la demanda hacia destinos percibidos como más seguros, como España.",positivo
"“La disminución de los subsidios a la energía y la abrupta contracción que experimentaron los volúmenes de importación de gas natural y GNL en los últimos años determinan que, manteniendo el grado de cobertura de las tarifas, los subsidios a la energía no deberían registrar incrementos significativos durante el presente año”, precisaron.",neutral
"No obstante, su situación financiera introduce un componente de riesgo, con márgenes operativos negativos y pérdidas por acción, lo que contrasta con la magnitud de su participación industrial.",negativo
"En esta línea, el director ejecutivo de la fundación, Ángel de la Fuente, estima que las transferencias habrían cubierto el 72% del déficit contributivo en 2024 y la deuda, otro 14,5%.",neutral
"- En cuanto a valoración, la acción parece estirada: un PER de aproximadamente 42x se sitúa incómodamente frente a ingresos que cayeron aproximadamente un 2% y un EBITDA que disminuyó aproximadamente un 3%, mientras que tanto las estimaciones de valor razonable de los analistas como del modelo (aproximadamente 51-52 dólares) se sitúan justo en el precio actual, dejando poco margen para el alza.",negativo
"Por tanto, los datos históricos del IBEX 35 son un reflejo de los diversos acontecimientos que han ido apareciendo a lo largo de la historia económica del mundo.",neutral
"Telón de FondoPorFondos de fondos o cómo la banca hace de la necesidad virtudCuando las comisiones de gestión de los fondos de inversión están bajando en el mundo entero, los bancos españoles están colocando fondos de fondos.",neutral
"La firma se asienta así como el principal accionista del banco catalán, por delante del 4,95% de Zurich y del 3,86% de David Martínez.",neutral
"Es el costo de controlar la inflación"".",neutral
"Suba de Jubilaciones y PensionesSegún lo informado desde el gobierno, en abril la jubilación mínima, sumada al bono extraordinario confirmado este lunes, llegará a $450.319,31.",neutral
"A dos años del inicio de la gestión, se observan avances concretos junto con persistentes zonas de indeterminaciónMientras la primera refiere a la formación de expectativas estables por parte de los agentes económicos, la segunda alude a la capacidad del gobierno de sostener en el tiempo políticas coherentes con los compromisos asumidos.",neutral
Podría decirse que eran productos conservadores con múltiple protección y escaso beneficio.,neutral
"28055 Madrid- Teléfono: 913697450- Web: www.gestilar.com- Propietarios y máximos accionistas: Javier García-Valcárcel y Marta Fernández-Tapias- Facturación 2024: 280 millones de euros- Nş de empleados: 100GARCÍA-VALCÁRCEL, JavierPRESIDENTEGESVALT- Sede social: Pş Castellana, 164, Entreplanta 1.",neutral
"El IBEX 35, que venía de conquistar máximos históricos en los 18.496,60 puntos el 26 de febrero, no solo ha registrado una caída de un 7% en marzo, sino que se encuentra también en negativo ya en el acumulado del año.",negativo
"El bono inglés al mismo plazo ha llegado a superar el 5% de rentabilidad y se ha situado en máximos desde 2008, cuando se desató la crisis financiera global.",negativo
"Activos negociables: la plataforma ofrece acceso a una amplia variedad de instrumentos financieros, incluyendo acciones de Estados Unidos.",neutral
"31540 Navarra- Teléfono: 948832080- Web: www.sofidel.com- Facturación 2024: 3.225 millones de euros (global)- Nş de empleados: 9.044 (global)LAZZARESCHI, LuigiCONSEJERO DELEGADOTETRA PAK- Sede social: C/ Latón, 8-10.",neutral
"Meghan Swiber, de BofA, se�ala que los pa�ses exportadores de petr�leo de Oriente Medio tambi�n venden esos activos para compensar la p�rdida de ingresos petroleros, aunque representan una peque�a parte del total de tenedores de bonos del Tesoro.",negativo
"Los gestores de cartera Daniel Sullivan y Darko Kuzmanovic, de la firma Janus Henderson, han identificado el surgimiento de una nueva fase de crecimiento a largo plazo en el mercado de materias primas, denominada “Superciclo 2.0”.",positivo
"Valladolid (EFE).- La vivienda se encareció un 12,3 por ciento en Castilla y León en el primer trimestre del año respecto al mismo periodo del 2025, y un 4,9 por ciento respecto al trimestre anterior, con un precio medio de 1.343 euros por metro cuadrado, según las tasaciones realizadas por la empresa de valoración inmobiliaria Tinsa by Accumin.",positivo
"Y si la UE presenta para cualquier país un horizonte claro y previsible -aunque a veces farragoso por la burocracia-, no puede decirse lo mismo del Estados Unidos de Trump, donde la ‘relación especial’ no le impidió imponer a los bienes británicos unos aranceles de entre el 10 y el 15 % del valor.",neutral
"“Si los precios globales del petróleo promediaran alrededor de US$140 por barril durante dos meses junto con los efectos derivados de un endurecimiento significativo de las condiciones financieras, mayores disrupciones en las cadenas de suministro y un deterioro continuo del ánimo colectivo, sería suficiente para empujar a partes de la economía global a una recesión leve”, aseguraron sus analistas.",negativo
"08028 Barcelona- Teléfono: 934092121- Web: www.criteriacaixa.com- Beneficio neto 2024: 1.061 millones de eurosFAINÉ, IsidroPRESIDENTEREYNÉS, FranciscoVICEPRESIDENTE PRIMEROGODÓ, JavierVICEPRESIDENTE SEGUNDOFreudenberg- Sede social: C/ Can Gurri, P.I. Can Volart.",neutral
"Con este telón de fondo, el informe no solo cuestiona la viabilidad futura de Urbas, sino también la consistencia de su pasado.",negativo
"El CFO como Director de Riesgos GeopolíticosCon el IBEX 35 navegando las aguas turbulentas de la crisis entre Israel e Irán, el rol del CFO ha pivotado hacia la geopolítica.",neutral
"A día de hoy, el precio objetivo de consenso está fijado en los 21,34 euros, casi un 12% por debajo de la cotización actual.",negativo
Editorial | Los mercados confían en la tregua de TrumpLa bajada del gas y el petróleo por el alto el fuego es un alivio temporal para las economías europeas.,neutral
"Si se descuenta el impacto de la dana (3.550 millones), el déficit público habría cerrado en 36.780 millones, un 2,18 % del PIB, 0,68 puntos menos que el dato de 2024 que incluía el gasto asociado a la catástrofe.",positivo
"El colapso del acuerdo no altera nuestra tesis de inversión, que sigue basada en el continuado crecimiento del gasto en defensa”, añadían los expertos.",positivo
CONCLUSIONES Y PERSPECTIVAS ANTE LA INESTABILIDAD GEOPOLÍTICAEl mercado está descontando que este escenario de costes elevados no remitirá en lo que queda de 2026.,negativo
"Pero esto no ha sido así, ya que ha acusado una notable caída tras los mismos.",negativo
"28001 Madrid- Teléfono: 900649344- Web: www.etl.es- Facturación 2024: 147 millones de euros- Nş de empleados: 1.900BERMÚDEZ, JuanCONSEJERO DELEGADOEVERSHEDS SUTHERLAND- Sede social: Pş Castellana, 66.",neutral
"El salario neto mensual que recibe el trabajador en su n�mina es el resultado de aplicar a su sueldo bruto las correspondientes retenciones y cotizaciones sociales, que dependen de su situaci�n laboral (su nivel de ingresos) y familiar (si tiene o no hijos a su cargo, por ejemplo).",neutral
"Además, se ha procedido a la actualización del régimen de delegación de operaciones vinculadas relacionadas con la prestación de servicios entre ambas sociedades y sus respectivos grupos, con el fin de adecuarlo a las nuevas circunstancias derivadas de la adquisición.",neutral
"- Facturación 2024: 178 millones de euros- Nş de empleados: Más de 800 (Espańa)PASCUAL-SANCHIZ, JaimeCONSEJERO DELEGADOSAVILLS INVESTMENT MANAGEMENT- Sede social: Pş Castellana, 81, 7Ş. 28046 Madrid- Teléfono: 915232367- Web: www.savillsim.com- Activos bajo gestión: 1.200 millones de euros- Nş de empleados: 15RAMÍREZ DE HARO, FernandoDIRECTOR GENERAL ESPAŃA Y PORTUGALSERVIHABITAT- Sede social: Avd.",neutral
"- Javier Ruiz (Horos): ""Buscamos invertir en sectores penalizados injustamente por la volatilidad""- ""El bitcoin está buscando suelo""Vanguard da pasos de gigante en su estrategia de crecimiento en Espańa.",neutral
"“Planet Labs construye y opera la mayor flota de satélites de observación de la Tierra de la historia, proporcionando datos geoespaciales de alta frecuencia e información basada en inteligencia artificial a gobiernos y clientes comerciales mediante servicios de suscripción en la nube”, destaca John Godyn, analista de Citi (C).",neutral
"Estas medidas de mejora de las condiciones salariales y laborales al final son medidas para atender mejor nuestro alumnado», ha asegurado a los medios Marc Candela, coordinador de Acción Sindical del sindicato STEPV.",neutral
